text_id,post_text,sentiment_label,topic_category
TXT_03937,Happy Birthday to my Big Brother @user May God continue to Bless you and prosper you.,Positive,Technical_Issues
TXT_03938,"""No, you ppl on Twitter have proven how stupid you are with the Hulk Hogan thing, don't try pretending like you understand the 2nd amendment.""",Negative,Community_Discussion
TXT_03939,Caitlyn Jenner may face manslaughter charge?! I guess I don't get it. I mean sure her transition was intentional but Bruce is still alive...,Negative,Community_Discussion
TXT_03940,Unfortunately\u002c I am wathcing all manifestation related to Republic Day and I just see that we are really far away 21st. century.+++,Negative,Community_Discussion
TXT_03941,Dustin Johnson hacking about. It must be a Sunday.,Neutral,Account_Security
TXT_03942,Wish FIFA would make league results and tables a bit more realistic. Man Utd in relegation zone after 15 games and Aston Villa in 2nd.,Positive,Community_Discussion
TXT_03943,Quevega looks plenty short enough at 11-10 for the World Series Hurdle at Punchestown on Thursday. Would much prefer Voler La Vedette @ 3-1.,Positive,Community_Discussion
TXT_03944,Scott Walker has decided that maybe gutting the 14th Amendment is a bad idea.   I'm already over this election cycle.,Negative,Community_Discussion
TXT_03945,"""No. It's okay. You can go attend Miss USA! Trust me, you should DEFINITELY attend Miss USA.",Positive,Community_Discussion
TXT_03946,"@user @user it is requested that pukhtun custom related to Islam are the base of Afghanistan which may kindly not to be ignored,""",Neutral,Community_Discussion
TXT_03947,"""Naruto is getting MORE filler after august, all about bloody TenTen. The most irrelevant character in the story. I'm so pissed""",Negative,Community_Discussion
TXT_03948,Oh goodie: that game no one liked about the blind girl hits PS4 tomorrow.,Negative,Community_Discussion
TXT_03949,@user the 4th said to Naruto that it was because he was his son and he was confident Naruto would control the 9tails,Neutral,Community_Discussion
TXT_03950,"""Carlo Ancelotti: """"""""Levante are a strong team. We must be the best Real Madrid team we can be to win tomorrow."""""""" #HalaMadrid""",Positive,Community_Discussion
TXT_03951,"@user Yakub arranged funds for the blast,dats an equal crime. Ppl who loose their luvd ones knw d pain nd who dnt may god giv dem 1.""",Negative,Community_Discussion
TXT_03952,I'm so excited for the new iphone release tomorrow yas.,Positive,Community_Discussion
TXT_03953,"""BOOOM! WINNER! White Sox vs. Royals Over 8.5 10 Units  Buy 3 day package, get Labor Day Monday FREE!  SAVE $50!",Positive,Community_Discussion
TXT_03954,Serbian President to Visit Pope Francis on Friday: Serbian President Tomislav Nikolic will meet with Pope Fran...,Positive,Community_Discussion
TXT_03955,Bears suffer a 2-1 loss at SDSU tonight next up - No. 4/5 UCLA on Sunday in Los Angeles #GoBears,Negative,Community_Discussion
TXT_03956,I'm going to try to get it done before I see Shawn tomorrow but I don't think it's gunna happen,Negative,Technical_Issues
TXT_03957,"""Oliseh shops for players in London: SUPER Eagles coach, Sunday Okechukwu Oliseh has started shopping for the n...",Neutral,Community_Discussion
TXT_03958,Sunday night is Chilis night in the Turner house lol,Positive,Community_Discussion
TXT_03959,DealBook: Clearwire Is Sought by Sprint for Spectrum - Sprint disclosed on Thursday that it had offered to buy a sta...,Neutral,Community_Discussion
TXT_03960,Could be an Iron Bowl Sunday in Greensboro on PGA Tour with Bud Cauley and Jason Dufner near the lead. And UGA\u2019s Harris English.,Neutral,Community_Discussion
TXT_03961,@user Oh are you so sweet to me? Ready to tie Ric Flair this Sunday?,Positive,Community_Discussion
TXT_03962,6th floor. David Mack assaults Jennifer Lawrence with a hemorrhoid. Amitabh Bachchan mows Lisa Kudrow all the while.,Negative,Community_Discussion
TXT_03963,"""ITMA 2015, held in Milan from 12 to 19 November at the Fiera Milano trade fair grounds, closed its doors with...",Neutral,Community_Discussion
TXT_03964,"""Nah that Gucci lit ma, you been glowing.",Neutral,Community_Discussion
TXT_03965,Kevin Durant with the grey shirt and black hat cheering David Price getting out of a Jam in the 4th! @user,Neutral,Community_Discussion
TXT_03966,"""So, tomorrow's Dark Souls video that I just recorded might be the most confused I've ever been on video.""",Negative,Community_Discussion
TXT_03967,Nokia n95: solidly hand out until the ides of march.: UvQEDAk,Positive,Community_Discussion
TXT_03968,when the 1st season of Naruto was airing the moment I stepped inside my classroom my friend and me would SCREAM about it for like 2 hours,Positive,Community_Discussion
TXT_03969,Having a long overdue CD upload session. By tomorrow my iPod will be blessed with PIL\u002c George Harrison and Disco Inferno :),Positive,Community_Discussion
TXT_03970,Low-fat Oasis - Edmonton Sun: Low-fat OasisEdmonton SunPoor Noel Gallagher -- up there all alone with his new ba...,Neutral,Community_Discussion
TXT_03971,"Keep in mind, Hillary's initial refusal to apologize wasn't off the cuff. It came after months of scrutiny.",Neutral,Community_Discussion
TXT_03972,Just like the final shot in the the shining. Rembrandt may have painted John Belushi. #rembrandt #belushi,Neutral,Community_Discussion
TXT_03973,"I feel like I'll lose whatever ""cool person"" creds I may have had by saying this, but I honestly don't care about the Apple event today.",Negative,Technical_Issues
TXT_03974,Anonymous to Wikileaks: We\u2019re more interested in transparent govts & bringing out info they want to hide from public.,Positive,Community_Discussion
TXT_03975,Size 11 in the Gucci foams tomorrow $300,Neutral,Community_Discussion
TXT_03976,"""By James Oliphant DES MOINES, Iowa, Aug 17 (Reuters) - Sinking in the polls here, Scott Walker started on Monday to sound very much like""",Neutral,Community_Discussion
TXT_03977,"@user  yeah me!!  But I will see you Friday  Keep away from Nirvana, I know what it means when you listen to it!""",Positive,Community_Discussion
TXT_03978,@user toooo excited for you to play tomorrow at Bluesfest its crazy. Ill be wearing a fuck ton of glow sticks.,Positive,Community_Discussion
TXT_03979,@user Plagiarism. Sopa\u2019s gonna get you on october 3.,Negative,Community_Discussion
TXT_03980,"""Paps: this one if for the sun!! Briana: *stands behind Louis and poses*  So not set up, nope nope nope, not one bit""",Negative,Feature_Feedback
TXT_03981,Coming up next....The main event of the evening....Anderson Silva VS Yushin Okami...,Neutral,Community_Discussion
TXT_03982,@user Nintendo is not going to change like every other system they promise 3rd party support and never deliver on it.,Negative,Community_Discussion
TXT_03983,"""Spent about 9 hours straight in the sun for Waterparks video shoot, going to spend the same amount tomorrow at Riot Fest. KILL ME.""",Negative,Community_Discussion
TXT_03984,@user moderate NAT and freezing issue. I'm used to the sweats!! I may buy a PS4 before release based on playability,Positive,Feature_Feedback
TXT_03985,Jonathan Kozol Event-Cancelled for Friday EVENT CANCELED: Fire in the Ashes: Victims and Survivors of Apartheid...,Negative,Community_Discussion
TXT_03986,always pull the gay card cause some exgirlfriends are fucking nuts 4th one in a week,Negative,Community_Discussion
TXT_03987,"""The 30-year-old dressed up for her day out in Milan, on Thursday, sporting a plunging black top and caged heels as she made strides along""",Neutral,Community_Discussion
TXT_03988,"@user We""""re barely 40% to the IRA tally in England. Tolerance is high for this. Deaths will be sky-high before the march down Whitehall""",Negative,Technical_Issues
TXT_03989,really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd #BiasPrick,Negative,Community_Discussion
TXT_03990,"""For those who are so excited about Paper Towns tomorrow   HA BITCH, I SAW IT""",Positive,Community_Discussion
TXT_03991,I had to represent. And we been off and on like ever since. Might take you back to Disneyland girl I ain't forget.,Positive,Community_Discussion
TXT_03992,#LONGHARRYIMAGINE #Imagine It\u2019s a friday night and you find yourself watching The Notebook\u002c AGAIN. You just (cont),Neutral,Community_Discussion
TXT_03993,@user Perfect for the week that contained International Talk Like A Pirate Day (19th)... Arrrghhhhhh!!!! :-) x,Positive,Community_Discussion
TXT_03994,Schools in Philly and Delaware have already cancelled classes for Monday and Tuesday.....UMBC will remain open the entire storm.,Neutral,Community_Discussion
TXT_03995,"""Rachael: Evening! Unleashed is ON!! Kicking off your Monday night with The Vamps, Beyonce and X Factor winner Louisa all before 8pm! x""",Positive,Feature_Feedback
TXT_03996,Since tomorrow is my birthday & all\u002c I\u2019m gonna listen to every song with  the word birthday in it... Birthday Cake\u002c Birthday Girl...,Neutral,Community_Discussion
TXT_03997,"""\""""""""No you may not kick it.\""""""""  -Tribe Called Quest answering a text from Billy Cundiff""",Negative,Community_Discussion
TXT_03998,"@user  In Israel no one calls it terrorism, they call it Wednesday.""",Neutral,Community_Discussion
TXT_03999,A final sign that you\u2019re growing is that you find time to watch 30 Rock on Netflix on Friday at 2pm. #toofar?,Neutral,Community_Discussion
TXT_04000,"""\""""power is cancelled tomorrow due to lack of hustle....deal with it\"""" #Sandy #heavyweights""",Negative,Community_Discussion
TXT_04001,The continued attacks on the 2nd Amendment will continue if America is foolish enough to ever elect Joe Biden for POTUS (Obama's 3rd term).,Negative,Community_Discussion
TXT_04002,I have a lot of plans for my day tomorrow. And by that I mean I'm going to accidentally play Dark Souls for 5 hours. &amp; still whine about it.,Positive,Community_Discussion
TXT_04003,"""2nd Halloween with @user - People of the Capitol. I love that corseted, blue haired woman.",Positive,Community_Discussion
TXT_04004,@user I want to thank u and @user for meeting me at Westfield Parramatta on Friday,Positive,Community_Discussion
TXT_04005,Intrigued by the mentions of alternate realities in this review of David Bowie's Lazarus:,Neutral,Community_Discussion
TXT_04006,i'd rather go shopping for baby clothes with briana tomorrow than go to work,Negative,Community_Discussion
TXT_04007,Once upon a time I was an anonymous blogger who made a blog inspired by Paper Towns quotations (but deleted it bec may pakielamero badtrip),Neutral,Community_Discussion
TXT_04008,"""STRAIGHT OUTTA COMPTON: Come for the great first act, stay for Ice Cube writing FRIDAY on his laptop saying """"I'm killing this screenplay!""""""",Neutral,Technical_Issues
TXT_04009,#Millwall fan group's campaign to end the voucher scheme for trip to Leeds United in February - see tomorrow's South London Press,Neutral,Community_Discussion
TXT_04010,@user @user @user  Nothing wrong with a little Iron Maiden on a Saturday night.,Positive,Community_Discussion
TXT_04011,Good morning! 2nd day of my two day work week and then more travel tomorrow! And it's Apple event day! Yay!,Positive,Technical_Issues
TXT_04012,#NowPlaying Queen - Cool Cat (2nd take with David Bowie),Neutral,Community_Discussion
TXT_04013,I favorited a @user video Pope explains the significance of Lent and Ash Wednesday,Positive,Community_Discussion
TXT_04014,"""Today's Pin (August 28, 2015): """"Elvis Insiders"""", in honor of #ElvisNight at tonight's White Sox game.",Neutral,Community_Discussion
TXT_04015,Jim Luxford of East York with Calendar #1381619\u002c our 1st $5\u002c000 Daily Winner for September 11!,Positive,Community_Discussion
TXT_04016,In case anyone asks me tomorrow no I didn't see the VMA's but yes I would vote for Kanye West because of two simple reasons,Positive,Community_Discussion
TXT_04017,Sold Out OSU NIKE WEEK ZERO v6 amp Available. Men's Size 10 for $230. Local pickup in the Buckeye City. Available before Monday's Game.,Neutral,Community_Discussion
TXT_04018,Come and watch the future Bees this Saturday as the Youth Team take on Leeds United at Jersey Road at 11am.  Then...,Positive,Community_Discussion
TXT_04019,"""OK, So Hulk Hogan may have took it a bit too far this time...",Negative,Community_Discussion
TXT_04020,#fakta on the 8th of Mar 191 Cao Cao attempted an assassination of Dong Zhuo; an evil tyrant ruling by puppeting the last Emperor of Han.,Negative,Community_Discussion
TXT_04021,[INFO]Tiffany will be the MC for SBS K-Pop Super Concert in USA on Nov 10 SBS K-Pop Super Concert in America on Nov 10,Neutral,Community_Discussion
TXT_04022,why did I never know about $1 coffees on Monday at Dunkin before #lifesavior,Neutral,Community_Discussion
TXT_04023,sam smith tonight hoping tomorrow's gonna be a better day :),Positive,Community_Discussion
TXT_04024,@user That may be a function of total aircraft weight at take off at the higher altitude in Tehran. Boo Iran. Boo ISIS. Boo Evil,Negative,Community_Discussion
TXT_04025,"Monday at the US Open: Murray, Federer &amp; Konta are all in action at Flushing Meadows today",Positive,Community_Discussion
TXT_04026,If Dustin Johnson had pared the 1st hole he'd be 17 under right now,Neutral,Community_Discussion
TXT_04027,Planned Parenthood is WORLDWIDE. They have been Killing our babies by DESIGN as the plan was to send in #illegals / #refugees from 3rd world,Negative,Feature_Feedback
TXT_04028,NFL Legend Frank Gifford Passes Away at 84. Most will remember him on Monday Night Football. Did you see him play?,Positive,Community_Discussion
TXT_04029,Had a dream last night that EJ started Sunday against the Vikings and threw for over 400 yards and 5 TDs...a man can dream right?,Positive,Community_Discussion
TXT_04030,Just Dance by Lady Gaga brings the 8th grader in me back to life,Positive,Community_Discussion
TXT_04031,"@user @user @user Actually, it was the other way round: 1st this admin literally kissed ass, then Iran demanded mills on top!""",Negative,Community_Discussion
TXT_04032,"@user   ""Arkham Knight, sir. I may be new to you but I'm not to then Batman. We have something in common. We both want his head.""",Negative,Community_Discussion
TXT_04033,i want Michelle Obama to be president with Michelle Williams from DC as Vice President (she already know what its like to be 2nd in command),Positive,Community_Discussion
TXT_04034,"@user oh no Kane are you getting a divorce? I just listened to the replay of Tuesday's show and you said """"bc of the divorce"""" WHHHAAAT?""",Negative,Community_Discussion
TXT_04035,"First Nate Dogg's son get's the boot from #UW football, now Snoop Dogg's son leaves #UCLA.",Neutral,Community_Discussion
TXT_04036,@user 1/2  I can't believe I'm defending Jeb Bush but here goes... 1st: No official language here in the United States of America.,Negative,Community_Discussion
TXT_04037,Tomorrow I'm going to see the Pope and I couldn't be more excited!,Positive,Community_Discussion
TXT_04038,HAPPY 2ND BIRTHDAY TO PRINCE GEORGE aka the cutest little thing on the planet,Positive,Technical_Issues
TXT_04039,Massive reception for Paul Dunne on the packed 18th. Such a mature and composed head on such young shoulders. Great round of 66. #bbcgolf,Positive,Community_Discussion
TXT_04040,Ego still bruised after poor day of racing @ Ironman Wales on Sunday. One more rest day then I think I should start doing something about it,Negative,Feature_Feedback
TXT_04041,"@user @user Related, I'd now to like see Tom Brady, another 6th round pick, tweet the exact same thing""",Neutral,Community_Discussion
TXT_04042,I've given it some thought over the holidays and think Justin Bieber may be cool now.,Positive,Community_Discussion
TXT_04043,"""Galaxy S II can be wiped by just clicking a link, other TouchWiz devices may also be vulnerable""",Negative,Community_Discussion
TXT_04044,@user @user Reminded you of Arsenal's traditional Februray-April breakdown? Get off your high horse...,Negative,Technical_Issues
TXT_04045,Nine Pin Bird Rock race (2nd race in the Duke of Marlborough Hotel series) postponed 24 hours to Sunday 4 November\u002c still 10 am start.,Neutral,Community_Discussion
TXT_04046,Brock Lesnar reminds fans why he can beat The Undertaker this Sunday at @user SummerSlam.,Positive,Community_Discussion
TXT_04047,"""On this day in September 3, 2012~ #RAW: John Cena vs. Alberto Del Rio",Neutral,Community_Discussion
TXT_04048,"are yall really mad that he's paying $200 to fix a broken iPad, don't yall have bigger problems to deal with",Negative,Community_Discussion
TXT_04049,@user going holiday eh ? HAHA going to Melaka tomorrow :),Positive,Community_Discussion
TXT_04050,@user @user i seized some in our neighborhood on EID's 2nd day but faced some anger frm their families' side :( so gave thm back,Negative,Community_Discussion
TXT_04051,Sat in bed watching twilight cause I'm just that tucking cool right now!!,Positive,Community_Discussion
TXT_04052,@user In Illinois\u002c schools are closed on Casimir Pulaski Day\u002c the first Monday of March. I have no clue who the fuck he is\u002c but w/e.,Negative,Community_Discussion
TXT_04053,"""The rejuvenation of TFI Friday, ergo giving Chris Evans the opportunity to appear on TV more, is very disheartening.""",Negative,Technical_Issues
TXT_04054,"""On this day kast year: the 2nd team beat Lechlade 2s by 8 wickets, Ayman Mohammed starring with 4 wickets and 49 not out.""",Neutral,Community_Discussion
TXT_04055,Everyone in the Summersville area come watch our game tomorrow at Nicholas County!!,Positive,Community_Discussion
TXT_04056,I just need it to be Sept 4th go see Eric Church and then spend the rest of my weekend up my cabin with my best friend...,Positive,Community_Discussion
TXT_04057,WOW...what a way for David Wright to make his long-awaited return!! :-o #Mets,Positive,Community_Discussion
TXT_04058,September 5th 1979 the Grateful Dead performed at NYC's Madison Square Garden (audio),Positive,Community_Discussion
TXT_04059,"""just me that thinks it's fucking daft arresting OAPs for killings on Bloody Sunday, too long ago, fuck the IRA""",Negative,Community_Discussion
TXT_04060,RT @user Is it possible for Aaron Rodgers to suffer a career ending injury tonight? Just curious.,Negative,Community_Discussion
TXT_04061,"""ffs Louis is the fucking sun, Niall is holding his damn guitar, Liam is the only one singing seriously &amp; no one knows wtf Harry's doing""",Negative,Feature_Feedback
TXT_04062,@user what time is the country thunder ticket giveaway at dunkin donuts tomorrow?,Neutral,Community_Discussion
TXT_04063,"""This Red Sox team, this one, start over in May they win the pennant and good chance at WORLD SERIES ..........GO SOX""",Positive,Community_Discussion
TXT_04064,I've watched three films this weekend with Anna Kendrick in it and its only Saturday. No regrets.,Positive,Community_Discussion
TXT_04065,The new Super Eagles goalkeeper is the reason i'm watching this game.  He is so super cute. Tanzania'a sun is too hot for him abeg.,Positive,Community_Discussion
TXT_04066,Hold up!! I can\u2019t make plans for tomorrow.. tomorrow it\u2019s game time.. 3:30pm >.> Knicks vs Heat..,Neutral,Community_Discussion
TXT_04067,It official\u002c I will not be flying to Raleigh\u002c NC tomorrow. I\u2019m saddened. I pray my UPPC family has an awesome time in the LORD. #Praying,Negative,Community_Discussion
TXT_04068,I hear that Caitlyn Jenner may have to go to jail.  I guess she committed MANslaughter!  @user @user,Negative,Community_Discussion
TXT_04069,@user  Congrats on the new contract and good luck tomorrow in Bmore!  GO STEELERS!,Positive,Community_Discussion
TXT_04070,"@user its out today on Xbox1 and PS4, its PC, 360 and PS3 that are getting it on the 9th and 10th, PS4 will be around 5pm and 2pm on Xbox""",Neutral,Community_Discussion
TXT_04071,It's looking possible that Caitlyn Jenner may be charged with manslaughter. Serious question: does she go to a male or female prison??,Negative,Community_Discussion
TXT_04072,"@user just like a person may say to me """"I don't agree with Islam&amp;dont want2b a Muslim but u have right to be one"""" same thing""",Neutral,Community_Discussion
TXT_04073,I may love asians from Japan! But I have a girl that I'm gonna marry. Believe it! She's a ghetto ass short girl that's clumsy as fuck lol.,Positive,Community_Discussion
TXT_04074,'This programme features indiscrete discussions about the royal family which may distress some viewers' Weirdest warning ever on Big Brother,Negative,Feature_Feedback
TXT_04075,What\u2019s worse than being stuck in a time loop of Groundhog day? Being stuck in a Monday loop.,Negative,Community_Discussion
TXT_04076,"""RT @user RT @user Nigeria play England in the Round of 16 on Wednesday 10th, at 11PM Nigeria time #U20WorldCup""",Neutral,Community_Discussion
TXT_04077,Big Brother was annoying to watch tonight. They all decided to keep an obviously strong opponent over a weak one??? C'mon..,Negative,Community_Discussion
TXT_04078,Celebrating National Ice Cream Day with my fellow interns on this beautiful Sunday #andalsoPanera @user,Positive,Community_Discussion
TXT_04079,I need a new iPod. I've had the same one since like 7th grade,Neutral,Community_Discussion
TXT_04080,Real Madrid are the most corrupt club in the world... So this ain't a surprise!!!,Negative,Community_Discussion
TXT_04081,@user @user he said if Chris bosh had to burp that shit wouldn\u2019t come out til tomorrow long neck mothafucka lmfaoooo go head!,Negative,Community_Discussion
TXT_04082,"#HLWD: @user is leading the pack for a Mariah Carey ride, tomorrow at 10:45! Grab a bike and end your weekend with a cardio party!",Positive,Community_Discussion
TXT_04083,@user I can't tell if it is working on my blog I will have to check tomorrow on the computer. I was using my iPad.,Neutral,Community_Discussion
TXT_04084,We are ranked 42. in life expediencies when Monsanto is in the top 5 with the most life expectancy,Neutral,Community_Discussion
TXT_04085,"""Paul Dunne is awesome; """"hole's the same size tomorrow"""", &amp; """"the ball always does what you tell it"""" are my new favourite golfing catchphrases""",Positive,Community_Discussion
TXT_04086,@user The sun does not rise in the same constellation as your zodiac anymore. There has been a shift. Astrology is a myth.,Negative,Community_Discussion
TXT_04087,fun fact: chris evans (dude who revealed the coldplay announcement on fri) is from the same town as me. nice one mate,Positive,Community_Discussion
TXT_04088,@user Now we want Dunkin' Donuts for breakfast. We may just have to get those tomorrow morning. Thanks for the (unintentional) suggestion!,Positive,Community_Discussion
TXT_04089,It makes me happy to see that Ron Jaworski isn\u2019t on Monday Night Football. Suck it @user,Positive,Technical_Issues
TXT_04090,Lost my SS shirt\u002c so I\u2019m just gonna wear my old SS jacket tomorrow instead ;b,Negative,Community_Discussion
TXT_04091,"""Super Eagles coach, Sunday Oliseh has revealed that Chelsea midfielder, John Mikel Obi was left out of the 18-man...",Neutral,Community_Discussion
TXT_04092,Lost my iPad for the 2nd time today,Negative,Community_Discussion
TXT_04093,Curtis with their 3rd 3-and-out to start this one,Neutral,Community_Discussion
TXT_04094,@user yeah I loved the 1st film and book. Was disappointed with Jurassic World (but I seem to be in a minority),Negative,Technical_Issues
TXT_04095,"""Stylistically this is a horrible match up for Rousey, look at the stats. I won't be surprised if Rousey takes the L in January #UFC195""",Negative,Community_Discussion
TXT_04096,"""Eden Hazard on the bench for the Blues ahead of United saturday, no English team has ever won in Donetsk""",Neutral,Community_Discussion
TXT_04097,"While not fantastic for Planned Parenthood, those calling for defunding arent being honest about deceptive videos.",Negative,Community_Discussion
TXT_04098,"""Tomorrow!! Pop up class with @user  Credits include : Miley Cyrus, Katy Perry, Jidenna, Nickelodeon,...",Neutral,Community_Discussion
TXT_04099,-Tosses empty beer bottle through the sun roof of a parked Lexus and continues on my way-,Negative,Community_Discussion
TXT_04100,@user @user I think we are going to have the Red Bull bar back on Jan 25 as well,Neutral,Community_Discussion
TXT_04101,Vma's might be using Zayn for promo or may be he is actually going.,Neutral,Community_Discussion
TXT_04102,Excited about going to UCLA tomorrow!  Bus leaves at 4:30. Bring $ for food. Bring a sweatshirt.,Positive,Community_Discussion
TXT_04103,"""4th of July Mayhem , The Bikini Tops Edition Going Down July 4th @ Club Crucial ! #Breadhead bouta turn it upp ! @user",Neutral,Technical_Issues
TXT_04104,"""Kim Kardashian is irrelavant now, unless she releases some fresh nudes.",Negative,Community_Discussion
TXT_04105,"I was SO disappointed with Magic Mike XXL!!! If it would have came out first, I dont think I would have watched the 2nd one.",Negative,Technical_Issues
TXT_04106,#WhenOnAPlaneYouShould do a Temple Run game in the 1st class.,Neutral,Community_Discussion
TXT_04107,"""I can't lie that """"Black Friday"""" my baby Nicki took an L, fuck Kim she been ran thru more than McDonalds drivethru",Negative,Community_Discussion
TXT_04108,@user yeah KJ sent an email out yesterday with info and she said she\u2019ll Follow up with another email tomorrow with the details,Neutral,Community_Discussion
TXT_04109,At last ! a little bit of Indian #Summer for the #Netherlands Bob Marley &amp; Funk Star Deluxe - Sun is shining (REMIX),Positive,Community_Discussion
TXT_04110,You know what sucks about Battleground this Sunday? Dean Ambrose is not booked!!,Negative,Community_Discussion
TXT_04111,@user come on Leslie where is your Christmas spirit a miracle could happen tomorrow is Harvey day then the degromatior then Thor,Neutral,Technical_Issues
TXT_04112,Diet starts tomorrow..too bad I\u2019m too jam packed busy to go to the gym,Negative,Community_Discussion
TXT_04113,"""Dream Big Summer Reading Club ends tomorrow, August 7. This is the last day to turn in your book log for prizes!""",Neutral,Community_Discussion
TXT_04114,"""https://t.co/Y6IO6lyVhv As it's not Israel, 100,000 Muslims will not bother to march thro London &amp; rally @ embassy of murderers who did this""",Negative,Community_Discussion
TXT_04115,@user Here's your story from today: Supporting the Lions continues to be super depressing for Detroiters.,Negative,Community_Discussion
TXT_04116,Michael Clarke looked reasonabley comfortable against the Gordon CC 1st Grade attack today.. #player #cheersforthenetboys,Positive,Community_Discussion
TXT_04117,For first time ever I can't wait to wake up at 6am on Monday! Love the Paul Dunne story but pulling for @user #TheOpenChampionship,Positive,Community_Discussion
TXT_04118,"""#Rangers have placed Josh Hamilton on the 15-day DL, retroactive to August 16.""",Neutral,Community_Discussion
TXT_04119,"""Since Tottenham's game against Everton was postponed, they will start the season against Man Utd at Old Trafford on 22 August. @user",Neutral,Community_Discussion
TXT_04120,so sorry I haven't been on today I've been busy but tomorrow in going to a Ed Sheeran concert ahh!!,Positive,Community_Discussion
TXT_04121,A treat for #BondGeek's booking today as tomorrow we'll hear more on the title song now anticipated to be sung by Sam Smith? #SPECTRE,Positive,Community_Discussion
TXT_04122,This upcoming Thursday my Patriots are going to smash these Steelers!!! Tom Brady is gonna be angry and he's going to put unreal #s up!!!,Positive,Community_Discussion
TXT_04123,Look out for ONE (SINGAPORE)\u2019s booth at Fort Canning tomorrow as we celebrate the Int\u2019l Day of Peace.  Kids - and...,Positive,Community_Discussion
TXT_04124,"""remember when ashton tweeted me about the 1st atlanta meetup :,)""",Positive,Community_Discussion
TXT_04125,im really about to see Travis Garland and Janet Jackson in the same week in October .. sometimes my life is blissful .,Positive,Community_Discussion
TXT_04126,@user Eddie Curry is showing more lift then Dwight Howard who looks like the 2nd coming of Tracy McGrady right now,Neutral,Community_Discussion
TXT_04127,Oracle so transparently bought sun just to sue the fuck out of me.,Negative,Community_Discussion
TXT_04128,This guy that just sat behind me smells like body odor and curry... So i didn't have to turn around to see who it was. Obviously Joseph Kony,Negative,Community_Discussion
TXT_04129,Madonna is in concert tonight in St. Louis.  All the women are dressing like 80s whores.  Some of them may even go to the concert.,Negative,Feature_Feedback
TXT_04130,Might fuk with Greenville tomorrow night !!,Negative,Community_Discussion
TXT_04131,@user I\u2019ll probably watch a few episodes of the Ricky Gervais show tomorrow and in my free periods\u002c on mah laptop. Yay! :D,Positive,Community_Discussion
TXT_04132,"""Bestie we gotta go see \""""""""flight\"""""""" with Denzel Washington\u002c comes out Friday. Seems so good @user",Positive,Community_Discussion
TXT_04133,David Beckham as James Bond may just be the worst idea I've ever heard in my life,Negative,Community_Discussion
TXT_04134,I have too many books to read.  Grey Cloud Atlas Twilight  Harry Potter 2nd Gen! How I Live Now If I stay Don't make me think,Positive,Community_Discussion
TXT_04135,May or may not have twisted my ankle reenacting Serena vs. Venus with my roommate last night.,Negative,Community_Discussion
TXT_04136,Going to go see Ant-Man on Monday morning. I have the best life.,Positive,Community_Discussion
TXT_04137,#YakubToHang Matter of fate; Yakub to be hanged tomorrow on his b'day. Apart 4rm all v sud nt forget dat he is being paid off 4 his sins.,Negative,Community_Discussion
TXT_04138,This Naruto opening came out while I was in 8th grade and I went to the restroom just to watch it in awful quality:,Neutral,Community_Discussion
TXT_04139,Former Cruz Azul player in the legendary 70s team and Mexican international Nacho Flores gunned down last night outside Mexico City.,Neutral,Technical_Issues
TXT_04140,"Louisiana Gov. Bobby Jindal spoke from just outside a Lafayette movie theater after a deadly shooting took place there Thursday, saying he",Neutral,Feature_Feedback
TXT_04141,@user We\u2019re on a normal recording schedule again\u002c Mondays around 6:00pm Eastern\u002c would that work for you one Monday? 2/2,Neutral,Community_Discussion
TXT_04142,"@user @user Jeb Bush dug himself a deep hole with his ""Act of Love"" comment.If he was +3% yesterday, he will be -3% tomorrow",Negative,Community_Discussion
TXT_04143,Brilliant Steve Bell cartoon on David Cameron and the refugee crisis,Positive,Community_Discussion
TXT_04144,"@user Considering her competition, it is like calling Wlad Klitschko the greatest heavyweight ever.  And Rousey is great, but c'mon""",Neutral,Community_Discussion
TXT_04145,"""White Sox take a 5-4 lead over Minnesota on Avisail Garcia's 12th HR, Twins a game back of Texas for the 2nd wildcard""",Neutral,Community_Discussion
TXT_04146,"@user  - when is the last time Christian hung gays?  i'll tell you the last time Islam hung gays,  yesterday, today &amp; tomorrow, etc, etc""",Negative,Community_Discussion
TXT_04147,karimozena: Presidential Hopeful Kanye West Is Performing at the HollywoodBowl on September 25,Neutral,Community_Discussion
TXT_04148,I have a resting bitch face that would make Wednesday Adams jealous,Negative,Community_Discussion
TXT_04149,"""Fiorina blasts Clinton, asks why Trump is MIA - Republican hopeful Carly Fiorina said Monday that she feels like t...",Neutral,Community_Discussion
TXT_04150,"""\""""""""@XochilihcoX C\u2019mon Leo where\u2019s Endymion....... Or Amsterdam I know he likes Amsterdam.\"""""""" those songs are shit compared to the ones i put""",Negative,Community_Discussion
TXT_04151,June 13 is now officially Matt Cain Day every year in San Francisco. I'm just hoping to someday have a wing place name a sauce after me,Positive,Community_Discussion
TXT_04152,"""Kendrick Lamar in the top 10, but not Pig Pun? C'mon.""",Neutral,Community_Discussion
TXT_04153,They may have ditched Hulk Hogan but the WWE still stink:,Negative,Community_Discussion
TXT_04154,REHAB UPDATE: Kirk Nieuwenhuis struck out swinging and David Wright grounded out to second base in their 1st ABs tonight with @user,Neutral,Technical_Issues
